Time,Source,Destination,Size
1738653981.4211667,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,113
1738653981.4216447,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.4220781,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,96
1738653981.4224877,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,107
1738653981.4233139,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,100
1738653981.4271107,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,95
1738653981.429403,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,206
1738653981.4389606,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,110
1738653981.441351,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,153
1738653981.4419549,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653981.4423306,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653981.442666,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.4440925,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,162
1738653981.44469,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653981.4451952,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653981.4455414,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.4487672,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1416
1738653981.4492843,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,97
1738653981.449653,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.4499602,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.4730594,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653981.473428,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653981.4737756,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653981.4754355,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653981.4758132,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653981.5633168,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,55
1738653981.5903287,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,106
1738653981.600098,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,108
1738653981.6373675,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653981.6435452,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653981.6945963,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,106
1738653981.7157524,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,102
1738653981.7193193,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,497
1738653981.7197323,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.7277653,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,102
1738653981.7443874,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,164
1738653981.744761,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653981.745108,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.7468357,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,303
1738653981.7822187,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.7826083,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.7829254,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.783224,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.7835288,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.7838333,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.7841456,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.7844465,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.7847373,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.797859,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653981.8014748,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,108
1738653981.8953912,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.1766431,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,108
1738653982.2228618,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.2957056,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,106
1738653982.3018694,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,180
1738653982.3049397,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,182
1738653982.3054388,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,106
1738653982.3394089,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.345892,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.3495173,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.3498816,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.5852582,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,106
1738653982.5882182,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,106
1738653982.58874,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,184
1738653982.5900564,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,190
1738653982.5904753,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653982.633373,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.6337519,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.717635,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,107
1738653982.7757099,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.8211646,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,107
1738653982.8571467,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,127
1738653982.8643653,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,95
1738653982.8782551,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.9149044,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.9222777,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653982.9842577,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653982.9846199,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653982.9849203,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653982.9852107,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653982.9855275,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653982.9858255,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653982.9861197,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653982.9864142,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653982.9910772,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.1510055,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,101
1738653983.2044752,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.318431,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,100
1738653983.3634462,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.4857106,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,274
1738653983.4861887,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,93
1738653983.5062838,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.5087078,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.5092106,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,93
1738653983.5157115,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,147
1738653983.5163422,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1154
1738653983.5167446,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.5170963,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.5174093,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.5178125,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,89
1738653983.5774896,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.6040804,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,153
1738653983.6046867,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653983.605125,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,162
1738653983.6056478,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653983.606005,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6063123,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.6066124,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6068976,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.6114428,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,590
1738653983.6369445,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6560838,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.672044,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6727638,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6734917,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6741917,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.674818,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6754618,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6761003,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.676794,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.677416,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6780574,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.6824756,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.6827981,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7037964,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.7042089,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7045352,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.7048457,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7064745,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.7068772,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7083206,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.708722,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7090902,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.7094145,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.70975,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.710048,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7103505,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7106466,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.710975,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.7112806,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.7115932,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7119057,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7280376,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.7320106,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,725
1738653983.7324805,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.7329981,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,171
1738653983.7333653,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7353928,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,727
1738653983.736445,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.7382545,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.738974,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,725
1738653983.742515,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,725
1738653983.7437823,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.7477603,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.749551,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,712
1738653983.7549012,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,727
1738653983.758081,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.7629914,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.764961,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.7654233,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.765833,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653983.766166,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7664766,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7667804,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7691455,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,209
1738653983.7696133,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,93
1738653983.770128,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.77046,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7709115,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,699
1738653983.7729397,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.7732892,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7738562,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.7813404,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7819185,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,725
1738653983.7827306,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,727
1738653983.7840261,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.784398,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.7869365,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,727
1738653983.7874942,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.7878253,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.7892027,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.7911365,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.7916124,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.7919524,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.794683,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,93
1738653983.7950435,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.796027,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.7986,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.8026912,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,712
1738653983.8033497,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,725
1738653983.8038433,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.804249,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.8046358,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,187
1738653983.807022,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.8074138,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.8078804,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,187
1738653983.8085382,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,187
1738653983.8090825,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.8094277,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.810307,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.813715,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.8141718,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.8145065,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.815854,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,187
1738653983.816315,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653983.8168778,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8173454,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,800
1738653983.8179343,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8184192,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8187368,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.8190696,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8195894,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8201303,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8208764,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.821436,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8219678,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8224468,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8229256,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8234076,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8238971,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.824498,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.824904,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.8252141,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8256118,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,237
1738653983.8260138,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653983.826409,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,400
1738653983.8269038,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8272142,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8275228,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.827837,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8281512,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.828612,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8290727,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8295574,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8303006,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8309386,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.831486,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8319905,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8324654,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8329227,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.833386,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8337107,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.835142,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8356164,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.836093,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.836548,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.837025,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.837505,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8379729,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8384402,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.838889,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.839349,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8396738,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8400395,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,89
1738653983.8404999,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8409667,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.841413,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8418767,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8423555,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8428082,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8432765,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8437421,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8441954,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8446603,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8450596,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.845432,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.8457477,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8460395,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8463273,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8466926,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,238
1738653983.8470812,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653983.8475382,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8480048,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8484786,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8495502,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.850099,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8505971,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.85108,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8515494,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8520486,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8525202,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8528888,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.8532095,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8535094,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8538148,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.854106,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8545907,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8550642,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8555665,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.856042,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.856515,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8569942,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8574734,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.857964,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8584301,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.858896,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.85921,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8596828,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8599849,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.8604631,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
